中務,*,*,*,名詞,固有名詞,人名,姓,*,*,*,ナカツカ,ナカツカ
狩俣,*,*,*,名詞,固有名詞,人名,姓,*,*,*,カリマタ,カリマタ
楯,*,*,*,名詞,固有名詞,人名,姓,*,*,*,タテ,タエ
伊集,*,*,*,名詞,固有名詞,人名,姓,*,*,*,イジュウ,イジュー
薦田,*,*,*,名詞,固有名詞,人名,姓,*,*,*,コマダ,コマダ
桐畑,*,*,*,名詞,固有名詞,人名,姓,*,*,*,キリハタ,キリハタ
六反,*,*,*,名詞,固有名詞,人名,姓,*,*,*,ロクタン,ロクタン
一美,*,*,*,名詞,固有名詞,人名,姓,*,*,*,イチミ,イチミ
三幸,*,*,*,名詞,固有名詞,人名,姓,*,*,*,ミユキ,ミユキ
新里,*,*,*,名詞,固有名詞,人名,姓,*,*,*,シンザト,シンザト
清武,*,*,*,名詞,固有名詞,人名,姓,*,*,*,キヨタケ,キヨタケ
弓場,*,*,*,名詞,固有名詞,人名,姓,*,*,*,ユミバ,ユミバ
